name,artist,vibes,tempo,loudness,energy,danceability,key,mode,duration
MONDAY_ MONDAY,Bobby Broom,soul jazz jazz funk hard bop disco electro jazz funk hip hop electronic united states,137.51,-15.47,0.0,0.0,0,1,481.5
Love Oh Love (Live in Chicago),Leroy Huston,chicago soul northern soul funk rock soul urban chicago spiritual soundtrack contemporary gospel,113.84,-10.07,0.0,0.0,0,1,291.6
I Just Love Old People (Rocky Mountain Homecoming Version),Jake Hess,southern gospel country gospel spiritual american 60s gospel southern acoustic christian tennessee,138.26,-24.39,0.0,0.0,0,1,154.6
We're Out Of Gas,Alan Silvestri,country rock soundtrack pop rock ballad disco downtempo folk rock heavy metal electronic techno,82.56,-17.94,0.0,0.0,5,0,77.6
Pleasure Zone Mix,Joy Kitikonti,hard trance tech house hard house progressive trance hardstyle techno trance progressive house tribal house electro,130.1,-7.55,0.0,0.0,7,1,413.0
The World In My Hands (We Are One),SNAP!,pop rap hip house europop trance hip hop progressive house hard house hard trance downtempo disco,118.17,-10.1,0.0,0.0,9,1,315.0
Four Days Late (Studio Track w/o Background Vocals),Karen Peck And New River,country gospel southern gospel spiritual christian gospel contemporary gospel tennessee traditional gospel classic voice,153.91,-12.27,0.0,0.0,7,1,262.8
Superstar,For Squirrels,post-grunge grunge jam band alternative rock ballad indie rock rock disco classic rock hip hop,162.91,-4.74,0.0,0.0,9,1,200.1
Bath Of Least Resistance,NOFX,punk rock alternative punk rock punk pop skate punk punk revival ska reggae hardcore punk soundtrack,198.2,-4.93,0.0,0.0,0,1,108.1
I Swear the Visine is for my Allergies,Salt The Wound,death core screamo deathgrind tech metal metalcore grindcore melodic metalcore hard rock technical death metal death metal,179.63,-8.45,0.0,0.0,10,0,218.8
Reunited,Louisa Mark feat. Kevin Henry,lovers rock reggae roots reggae classic,151.73,-16.36,0.0,0.0,5,0,267.1
Nocturne For Piano No. 8 In D Flat Major_ Op. 84 No. 8 (also in Huit pièces brèves_ Op. 84/8),David Jalbert,los angeles french pop quebec piano romantic classical beautiful composer soulful,44.41,-30.93,0.0,0.0,8,1,153.3
Revolution,Superchumbo,progressive house tribal house tech house hard house deep house electronic electro house vocal house hard trance,85.32,-4.28,0.0,0.0,9,0,443.4
The Line,The Small Knives,melbourne acoustic,167.94,-5.9,0.0,0.0,7,1,208.2
The White's Bedroom - Fire Escape,The Plasmatics,trip hop hard rock hard trance hard house gabba tech house progressive trance deep house techno riot grrrl,121.47,-13.4,0.0,0.0,2,1,121.7
Trapdoor,Chase & Status,breakbeat hip hop jungle music club dance bass remix funky raga deep,87.53,-6.49,0.0,0.0,4,0,398.5
Plastic People,Four Tet,electronic pop electronica hip hop intelligent dance music germany indietronica experimental techno folktronica improvisational,124.04,-9.86,0.0,0.0,10,1,393.8
The Yellow Rose Of Texas,Roy Rogers,western swing country gospel blues-rock disco classic country deep house california trance blues oldies,94.51,-11.95,0.0,0.0,2,1,153.0
Mr. Goose,The Charms,bubblegum pop rock steady ska alternative hip hop pop rap power pop garage rock r&b glam rock reggae,136.19,-5.6,0.0,0.0,7,1,42.7
Would?,Alice In Chains,grunge alternative metal heavy metal hard rock alternative rock rock seattle alternative pop rock soundtrack metal,100.4,-7.53,0.0,0.0,10,0,223.3
So Nice - Original,Leroy Hutson,jazz funk chicago soul disco funk soul jazz quiet storm trip hop jazz samba future jazz,89.88,-15.97,0.0,0.0,11,1,324.3
Alpha River,Eclier,electropop new rave dance-punk electroclash electronica electro electronic house french french house,84.64,-5.82,0.0,0.0,3,0,322.2
Skymning,Groupa Med Lena Willemark,neofolk folk rock world music folk swedish scandinavian folk world scandinavia country rock,168.99,-12.15,0.0,0.0,4,0,227.9
Goodbye Broadway_ Hello France,Billy Murray,ragtime vaudeville bel canto country blues gypsy jazz doo-wop crust punk harmonica blues texas blues parody,115.77,-17.59,0.0,0.0,7,1,176.6
Te Quiero Mamma,Sergio Dalma,ballad soft rock pop rock rock pop latin singer-songwriter spain latin pop male vocalist,80.04,-11.1,0.0,0.0,7,1,239.4
Wie ein Eisbär sein,Geier Sturzflug,pop rock german pop europop parody new wave ballad neue deutsche welle ska pop rap soft rock,120.98,-6.57,0.0,0.0,9,1,211.4
Sister Seagull (Live),Be Bop Deluxe,art rock pop rock rock classic rock glam rock glam new wave protopunk blues-rock british pop,121.61,-13.04,0.0,0.0,4,0,221.9
Salamanders In The Sun,Steve Vai,instrumental rock heavy metal hard rock fusion rock metal progressive guitar virtuoso instrumental funk,158.0,-7.34,0.0,0.0,9,1,305.9
Down In The Jungle,Monster Magnet,stoner metal alternative metal heavy metal soundtrack hard rock rock space rock garage rock grunge psychedelic,89.3,-6.72,0.0,0.0,0,1,289.1
Mientras me quieras,Tranzas,salsa latin pop spanish latin pop latin rock punk pop latino ecuador romantic music,112.05,-7.75,0.0,0.0,8,1,213.7
Act Won (Things Fall Apart),The Roots,funk hip hop soul hardcore rap alternative rap reggae rap indie rock soundtrack classic,85.88,-16.45,0.0,0.0,2,1,54.1
Exit People,Fergie,pop rap california funk hip hop pop urban ballad teen pop r&b reggae,126.97,-10.44,0.0,0.0,11,0,440.2
Me Lo Dijo Adela,Tito Rodriguez,mambo bolero charanga salsa world fusion tropical latin cuban jazz latin pop big band,110.06,-9.31,0.0,0.0,2,0,174.8
She's All I Ever Had,Ricky Martin,latin latin pop ballad boy band opera puerto rico flamenco plena cumbia california,161.87,-5.68,0.0,0.0,11,1,295.3
Touch My Body,Mariah Carey,dance pop hip hop urban pop adult contemporary ballad club soundtrack disco female,129.99,-5.56,0.0,0.0,11,0,273.5
I'm Hot,Erick Sermon,hip hop pop rap east coast hip hop italian disco hard house europop bass music rap tech house pop rock,95.93,-6.92,0.0,0.0,1,1,228.4
The Way You Do The Things You Do,Jerry Butler,chicago soul northern soul doo-wop disco ballad jazz funk funk soft rock r&b blues-rock,124.25,-9.98,0.0,0.0,7,1,149.8
The Song from Moulin Rogue Where Is Your Heart,Percy Faith & Felicia Sanders,instrumental pop easy listening ballad disco pop rock jazz ragtime country rock soft rock orchestra,83.46,-16.69,0.0,0.0,7,1,198.4
Exception To The Rule,Dann Huff,glam metal hard rock rock guitar virtuoso guitar aor guitar hero country christian nashville,155.81,-13.84,0.0,0.0,1,0,148.0
You're A Big Boy Now (Album Version),John Sebastian,folk rock soft rock singer-songwriter pop rock bluegrass blues-rock psychedelic jug band oldies classic rock,112.4,-23.09,0.0,0.0,10,1,170.8
The Way,Saigon Kick,hard rock soft rock heavy metal funk rock pop rap german pop glam metal rock bluegrass pop rock,58.39,-12.16,0.0,0.0,9,1,368.1
Sensemilla,Mighty Diamonds,roots reggae rock steady ska reggae dub chill-out male vocalist roots jamaica groovy,155.83,-7.27,0.0,0.0,4,0,253.6
Täysikasvuinen mies,Yölintu,german pop rock pop finish scandinavia iskelma finnish pop finnish rock finnish lyrics suomi rock,110.16,-5.77,0.0,0.0,2,1,220.1
God Rest Ye Merry Gentlemen (World),R. Carlos Nakai,chamber jazz meditation chill-out jazz smooth jazz ambient flamenco mariachi neoclassical celtic,136.78,-22.4,0.0,0.0,9,0,341.7
Just As I Am (Arr.)  (Different From Track One),Eden's Bridge,celtic religious music christian rock folk rock progressive rock folk christian worship music ambient new age,120.04,-20.32,0.0,0.0,11,0,163.8
Dj,Markscheider Kunst,ska punk ska salsa rumba cumbia klezmer reggae rockabilly bossa nova funk,152.89,-7.43,0.0,0.0,7,1,239.1
Baiao Malandro,Egberto Gismonti,latin jazz brazilian pop music hard bop jazz samba acid jazz choro batucada frevo soul jazz,154.08,-9.2,0.0,0.0,1,1,236.7
Wisdom,Cedric Myton,roots reggae reggae congo jamaica rasta,132.08,-7.27,0.0,0.0,1,1,520.0
Perro Faldero,Los Traileros Del Norte,mexico folk traditional mexican regional mexican mexican folk norteno nortena,189.68,-8.66,0.0,0.0,5,1,163.2
I Can't Wait Until Tomorrow (Live),Gary Moore,blues-rock hard rock pop rock soft rock blues ballad pop rap electric blues classic rock europop,112.47,-13.03,0.0,0.0,6,0,724.9
Sweet To Mama,Frank Stokes,country blues memphis blues jug band delta blues blues ragtime louisiana blues oldies jazz folk,149.06,-16.75,0.0,0.0,5,0,176.3
Throwdown At The Hoedown (LP Version),Bela Fleck And The Flecktones,bluegrass chill-out jam band newgrass jazz fusion celtic folk rock jazz reggae classic rock,75.7,-15.0,0.0,0.0,5,1,309.9
Expolodera (som dynamit),Caramell,bubblegum dance europop eurodance j pop happy hardcore eurobeat bubblegum pop hard trance trance electronic,137.95,-5.43,0.0,0.0,0,0,218.4
I Was a Human Bomb for the FBI,Zombina & The Skeletones,psychobilly horror punk pop rock power pop alternative rock deathrock rock 'n roll surf music gothic rock pop punk,190.03,-7.34,0.0,0.0,7,1,210.9
Im Club,Massive Töne,pop rap hip hop acid jazz europop ballad pop rock bass music big beat reggae dancehall,97.05,-5.84,0.0,0.0,1,1,220.8
Raccolto,Stefano Battaglia_ Giovanni Maier_ Michele Rabbia,free improvisation free jazz jazz avant-garde piano ecm records contemporary jazz germany jazz piano big band,37.8,-23.0,0.0,0.0,7,0,343.5
Common sense,Winston McAnuff_ The Bazbaz Orchestra,roots reggae world music reggae jamaica rasta,135.71,-7.98,0.0,0.0,1,1,225.0
Outside,Mariah Carey,dance pop hip hop urban pop adult contemporary ballad club soundtrack disco female,109.25,-8.2,0.0,0.0,7,1,286.3
The Bottom Line,Rick Astley,dance pop rock pop england adult contemporary ballad club classic male cover,174.06,-14.99,0.0,0.0,0,1,317.8
Let Him Fly,Patty Griffin,folk-pop rock country americana ballad contemporary folk soundtrack acoustic guitar traditional,111.83,-9.32,0.0,0.0,2,1,191.4
The Cat Came Back,Laurie Berkner,death core hardstyle bossa nova speed metal brutal death metal singer-songwriter emo death metal intelligent dance music female vocalist,139.63,-10.62,0.0,0.0,9,1,167.0
It'll All Come Around (Album Version),Back Door Slam,blues-rock western swing southern rock blues country americana rock electronic guitar house,123.38,-5.56,0.0,0.0,1,1,236.9
Going Down,The Germs,rock punk los angeles grunge southern rock hardcore punk math rock power pop garage rock psychedelic rock,115.76,-8.89,0.0,0.0,9,1,111.5
Hiroshima,Utopia,new beat pop rock power pop soft rock goregrind rock opera rock 'n roll art rock grindcore hardcore punk,106.31,-20.1,0.0,0.0,2,1,449.2
Marrakech,ATB,progressive house progressive trance club electronica downtempo electronic melodic ambient rock pop,133.0,-6.4,0.0,0.0,6,1,262.2
Roadhouse Blues (Live In Detroit) (LP Version),The Doors,classic rock blues rock psychedelic psychedelic rock soundtrack jazz guitar funk experimental,131.01,-9.05,0.0,0.0,9,0,403.6
People Never Give Up,Curtis Mayfield,chicago soul northern soul funk rock soul urban chicago spiritual soundtrack contemporary gospel,106.51,-10.35,0.0,0.0,11,1,348.6
Meeting Daisy,Alexandre Desplat,soundtrack ballad film score chill-out easy listening classical rock electronic ambient minimal,244.27,-23.46,0.0,0.0,2,1,81.7
Sophie,Eleanor McEvoy,irish folk celtic singer-songwriter ballad folk rock easy listening adult alternative female vocalist blues folk,100.02,-13.63,0.0,0.0,10,1,258.4
No Volveras A Mi,KALIMBA,death core hardstyle brutal death metal grindcore funk black metal emo death metal trance electronic,133.99,-5.64,0.0,0.0,7,1,208.1
Another Land (World),Davol,new age electronic ambient progressive trance dance contemporary instrumental trance modern classical united states progressive electronic,152.0,-17.79,0.0,0.0,10,0,270.0
Ke T' Oniro Egine Efialtis,Despina Vandi,dance pop british pop modern laika eurodance club techno dance trance electro hip hop,120.21,-5.54,0.0,0.0,2,0,244.1
Le Fiacre,Gisele MacKenzie,easy listening chanson doo-wop jazz pop vocal rock female vocalist french united states,91.52,-13.43,0.0,0.0,7,1,164.3
Superscout,Sensations,rock steady reggae doo-wop lovers rock roots reggae ballad ska country rock pop rock soft rock,183.51,-8.64,0.0,0.0,2,1,165.2
Song Of Australia - Canto 6 (2009 Digital Remaster),Dame Edna Everage with Carl Davis conducting the London Symphony Orchestra and The New Antipodean Singers,parody ballad digital hardcore breakcore brutal death metal pop comedy experimental electronic noise,134.83,-16.71,0.0,0.0,8,1,494.2
Please Heart_ You're Killing Me,Eleanor McEvoy,irish folk celtic singer-songwriter ballad folk rock easy listening adult alternative female vocalist blues folk,150.06,-7.62,0.0,0.0,2,1,280.0
Black Celebration,Monster Magnet,stoner metal alternative metal heavy metal soundtrack hard rock rock space rock garage rock grunge psychedelic,61.59,-6.08,0.0,0.0,0,1,260.2
Chi Chi Man,T.O.K.,dancehall reggae roots reggae jungle music lovers rock reggaeton chill-out hip hop reggae dancehall uk garage,100.0,-8.28,0.0,0.0,0,1,208.5
Say Something,Tony Tuff,roots reggae reggae dancehall lovers rock dub jamaica world rasta raga electronic,149.84,-9.65,0.0,0.0,4,0,229.6
Passion_ Love & Pain (Feat. 25 Kids),Serpentine,new romantic rock psychedelic singer-songwriter progressive rock alternative rock jazz swiss indie alternative,88.57,-6.17,0.0,0.0,11,1,244.9
N.Y. Electric / Hunter Interlude,Aesop Rock,underground rap indie alternative rap rap funk underground jazz instrumental beats dark,87.62,-10.31,0.0,0.0,6,1,310.8
In My Arms (Live Auditorio Nacional 08),Aleks Syntek,merengue cumbia latin pop electropop karaoke mariachi synthpop pop rock easy listening techno,127.97,-5.06,0.0,0.0,3,0,224.0
Kinky Woman,Jimmie Vaughan,blues-rock country rock roots rock r&b texas blues sympho black metal tribal house chicago blues soul blues jazz blues,110.51,-9.48,0.0,0.0,5,1,207.1
Moonlight Serenade,Klaus Badelt,chill-out beat soundtrack video game music gothic metal easy listening classic rock film music trance classical,138.54,-10.3,0.0,0.0,9,0,128.6
At the Fountain (Reprise) (Brian d'Arcy James & Ensemble),Marvin Hamlisch;John Lithgow;Jeffrey Huard,show tunes orchestra exotica opera soundtrack easy listening symphony singer-songwriter pop rock funk,118.57,-11.4,0.0,0.0,9,1,99.7
Cuatro Veinte,Gonzalo Rubalcaba,latin jazz jazz jazz funk cool jazz soul jazz smooth jazz improvisational free jazz deep house post-bop,62.01,-21.05,0.0,0.0,3,1,586.3
Klaio Gia Sena (Niagaras),Giorgos Marinis,greek,100.08,-5.96,0.0,0.0,9,1,286.4
Run And Tell,The Perrys,christian music hymns southern gospel spiritual hip hop rap contemporary gospel christian gospel maryland,96.02,-8.39,0.0,0.0,7,0,213.6
Goor,Plaza,new beat german pop europop ballad hip house tech house progressive house electronic techno chanson,125.18,-11.4,0.0,0.0,1,0,188.4
Funny How Time Slips Away,Roy Drusky,country rock classic country country music ballad easy listening soft rock country rock folk world,104.42,-20.11,0.0,0.0,11,0,192.1
Music By Numbers (2001 Digital Remaster),Penguin Café Orchestra,chamber jazz art rock electronic downtempo flamenco chill-out rock deep house dub modern classical,116.93,-15.78,0.0,0.0,7,1,281.3
Dont Push Me Away,Jim Jones / Chink Santana,gangster rap dirty south rap neo soul reggaeton hip hop east coast rap east coast hip hop country rap hardcore rap,122.04,-6.94,0.0,0.0,10,0,289.7
O Come_ O Come Emmanuel,Margaret Becker,ccm christian rock folk rock easy listening opera electronic soul rock gospel singer-songwriter,148.8,-14.98,0.0,0.0,6,0,292.1
Cuttin' the Tree,John Wesley,disco calypso reggae hard trance dub progressive house progressive trance art rock happy hardcore italian disco,169.19,-9.11,0.0,0.0,0,1,246.7
Angel [2004],Neema,folk-pop pop folk folk world spoken word electric picnic 2008 jazz classical canada montreal,162.57,-7.86,0.0,0.0,10,0,209.4
Burn 'Em Down (LP Version),Sick Of It All,hardcore punk heavy metal alternative punk rock new york hardcore punk new york hardcore punk metal instrumental heavy,96.7,-7.5,0.0,0.0,9,1,175.4
Tout bizwen (feat. Milca_ Synn'Tya_ Shaolin),Leila Chicot,zouk caribbean french,90.0,-6.4,0.0,0.0,2,0,236.2
Don't Take Your Love Away From Me (Album Version),Randy Travis,country gospel classic country honky tonk religious music christian music country music country rock ccm southern gospel southern rock,112.61,-8.5,0.0,0.0,10,0,176.4
S*B*Y,An Cafe,dance rock,131.06,-4.33,0.0,0.0,5,1,233.0
Run,Lighthouse Family,blue-eyed soul british pop chill-out r&b soul easy listening trip hop soft rock grunge pop rock,153.47,-8.08,0.0,0.0,3,0,241.2
The Golden Rocket,Johnny Horton,country rock honky tonk classic country blues-rock ballad soft rock rockabilly chanson nashville sound country music,226.15,-15.42,0.0,0.0,11,1,123.4
